,time,X_value,Y_value,Z_value
12645,35.2858,-0.11014,-11.85166,-5.05671
12646,35.2877,-0.36393,-12.03363,-4.35279
12647,35.2888,-0.48125,-12.40234,-3.89549
12648,35.2956,-1.06066,-13.26907,-1.57304
12649,35.2957,-1.06066,-13.26907,-1.57304
12650,35.2961,-1.20432,-13.49892,-1.02954
12651,35.2972,-1.47487,-13.95144,-0.01915
12652,35.2989,-1.60416,-14.18608,0.419
12653,35.3007,-1.85796,-14.66972,1.18756
12654,35.3031,-2.11414,-15.12224,1.7574
12655,35.3054,-2.22668,-15.32575,1.97528
12656,35.3068,-2.41822,-15.69687,2.36554
12657,35.3089,-2.49723,-15.86686,2.53314
12658,35.3141,-2.61694,-16.37205,2.8013
12659,35.3141,-2.61694,-16.37205,2.8013
12660,35.3149,-2.61215,-16.45346,2.79412
12661,35.317,-2.60258,-16.61387,2.77496
12662,35.319,-2.61215,-16.72161,2.71032
12663,35.321,-2.61455,-16.76711,2.64567
12664,35.3234,-2.60497,-16.81978,2.53793
12665,35.3298,-2.60497,-16.84612,2.51399
12666,35.3298,-2.5499,-16.87245,2.46371
12667,35.3298,-2.43258,-16.81739,2.40864
12668,35.3351,-2.0902,-16.66655,2.2147
12669,35.3351,-1.99922,-16.66176,2.15964
12670,35.3351,-1.93457,-16.67373,2.10936
12671,35.3378,-1.89148,-16.70964,2.04232
12672,35.3391,-1.82444,-16.81978,1.90584
12673,35.3408,-1.66642,-16.82696,1.80049
12674,35.3431,-1.5491,-16.73119,1.50839
12675,35.3451,-1.40783,-16.61866,1.21869
12676,35.3471,-1.4198,-16.55641,1.0894
12677,35.3489,-1.61614,-16.5205,0.86912
12678,35.3556,-1.93218,-16.6019,0.05746
12679,35.3556,-1.93218,-16.6019,0.05746
12680,35.3556,-1.97288,-16.5612,-0.16281
12681,35.3577,-2.04711,-16.44148,-0.5028
12682,35.3594,-2.06865,-16.37444,-0.6273
12683,35.3608,-2.10457,-16.19727,-0.74462
12684,35.3642,-2.11893,-16.09431,-0.75659
12685,35.3652,-2.1333,-15.8501,-0.76617
12686,35.3681,-2.03753,-15.54603,-0.86194
12687,35.3701,-1.98725,-15.388,-0.92419
12688,35.3744,-1.50121,-14.69366,-1.35516
12689,35.3744,-1.50121,-14.69366,-1.35516
12690,35.3755,-1.31685,-14.49973,-1.47966
12691,35.3769,-0.82842,-14.052,-1.69515
12692,35.3788,-0.49801,-13.78863,-1.80528
12693,35.3812,0.21788,-13.24513,-1.98964
12694,35.3829,0.89546,-12.78303,-2.14766
12695,35.3848,1.19474,-12.57713,-2.16921
12696,35.3867,1.71191,-12.17249,-2.09978
12697,35.3886,2.24344,-11.72237,-2.01598
12698,35.3937,3.16044,-10.9562,-1.85317
12699,35.3939,3.38311,-10.73114,-1.76219
12700,35.3948,3.5986,-10.73114,-1.76219
12701,35.3967,3.83563,-10.32172,-1.6736
12702,35.3991,4.27618,-9.89075,-1.71909
12703,35.4007,4.44856,-9.68963,-1.75021
12704,35.4028,4.63053,-9.33767,-1.85077
12705,35.4047,4.58504,-9.12698,-1.90345
12706,35.4067,4.46772,-9.05754,-1.88669
12707,35.4088,4.03196,-9.00726,-1.76697
12708,35.4144,3.39269,-8.91867,-1.54191
12709,35.4145,3.39269,-8.81093,-1.52755
12710,35.4149,3.39508,-8.66249,-1.55388
12711,35.4171,3.44776,-8.47334,-1.59459
12712,35.4195,3.70155,-8.06152,-1.68318
12713,35.421,4.02956,-7.59464,-1.64726
12714,35.4232,4.15167,-7.38873,-1.58022
12715,35.4256,4.24744,-7.10381,-1.34558
12716,35.4272,4.29054,-6.90269,-1.08221
12717,35.4293,4.35758,-6.76861,-0.96489
12718,35.4343,4.81967,-6.25863,-0.77814
12719,35.4348,4.81967,-6.25863,-0.77814
12720,35.4357,4.84601,-6.22751,-0.76856
12721,35.4374,4.82207,-6.20596,-0.71828
12722,35.4392,4.8101,-6.1892,-0.68955
12723,35.4412,4.73588,-6.16047,-0.62969
12724,35.4431,4.64729,-6.07188,-0.57223
12725,35.4453,4.59701,-6.04315,-0.52674
12726,35.447,4.46053,-6.024,-0.38787
12727,35.449,4.36955,-6.02639,-0.30886
12728,35.4539,3.94098,-5.97372,0.02155
12729,35.454,3.94098,-5.97372,0.02155
12730,35.4552,3.81647,-5.94259,0.11014
12731,35.457,3.54113,-5.8947,0.28013
12732,35.4587,3.28016,-5.82288,0.39984
12733,35.4615,3.13171,-5.7702,0.44773
12734,35.463,2.88271,-5.62894,0.51477
12735,35.4647,2.62413,-5.5619,0.56265
12736,35.4667,2.49723,-5.46852,0.54829
12737,35.4695,2.19076,-5.3536,0.49561
12738,35.4754,1.62092,-5.16924,0.42139
12739,35.4754,1.62092,-5.16924,0.42139
12740,35.476,1.51558,-5.10938,0.40703
12741,35.4773,1.4222,-5.04713,0.39984
12742,35.4793,1.26897,-4.92023,0.39984
12743,35.481,1.19714,-4.76221,0.39266
12744,35.4833,1.17559,-4.69996,0.39266
12745,35.4886,1.1277,-4.56109,0.39984
12746,35.4886,1.13489,-4.50124,0.41182
12747,35.4891,1.16601,-4.39828,0.45012
12748,35.495,0.97447,-4.2642,0.62969
12749,35.4951,0.97447,-4.2642,0.62969
12750,35.4951,0.89785,-4.2235,0.64885
12751,35.4969,0.73983,-4.11576,0.65124
12752,35.4992,0.64645,-4.06308,0.63209
12753,35.5019,0.41182,-3.9745,0.56265
12754,35.5046,0.28013,-3.92661,0.53632
12755,35.5054,0.09577,-3.81887,0.47646
12756,35.5077,-0.09098,-3.69676,0.40224
12757,35.5088,-0.1652,-3.6393,0.36154
12758,35.5137,-0.19154,-3.40226,0.07901
12759,35.5146,-0.19154,-3.40226,0.07901
12760,35.5149,-0.21548,-3.33762,-0.02394
12761,35.5169,-0.25858,-3.20115,-0.19394
12762,35.5187,-0.25858,-3.14847,-0.26576
12763,35.5209,-0.27534,-3.06228,-0.39745
12764,35.5226,-0.29689,-2.97369,-0.50519
12765,35.5249,-0.27774,-2.93538,-0.57463
12766,35.5266,-0.23703,-2.86116,-0.68237
12767,35.5289,-0.25619,-2.77257,-0.78772
12768,35.5341,-0.2514,-2.69595,-0.89785
12769,35.5342,-0.23943,-2.69595,-0.89785
12770,35.5349,-0.23224,-2.67919,-0.95532
12771,35.537,-0.21548,-2.66004,-0.99602
12772,35.5396,-0.19633,-2.60737,-1.06785
12773,35.5417,-0.17239,-2.593,-1.11094
12774,35.5432,-0.09098,-2.57145,-1.2546
12775,35.5452,0.01676,-2.56906,-1.43656
12776,35.5471,0.07422,-2.56427,-1.50839
12777,35.5489,0.20591,-2.57863,-1.68318
12778,35.5544,0.57463,-2.68159,-2.09978
12779,35.5545,0.57463,-2.68159,-2.09978
12780,35.5548,0.71828,-2.71511,-2.19316
12781,35.5573,0.86433,-2.74863,-2.27456
12782,35.5589,1.16122,-2.83003,-2.36554
12783,35.5609,1.48684,-2.93778,-2.41582
12784,35.563,1.66163,-3.00721,-2.41582
12785,35.5656,1.97288,-3.1365,-2.40864
12786,35.5669,2.30808,-3.25861,-2.38709
12787,35.5689,2.48765,-3.3041,-2.3823
12788,35.5737,3.29452,-3.4717,-2.51399
12789,35.5738,3.29452,-3.4717,-2.51399
12790,35.5752,3.46691,-3.52916,-2.5499
12791,35.5769,3.61536,-3.79732,-2.57145
12792,35.5787,3.70634,-3.92182,-2.60737
12793,35.5809,3.94816,-4.16843,-2.67919
12794,35.5832,4.20674,-4.41744,-2.72947
12795,35.5854,4.30251,-4.53955,-2.76299
12796,35.5873,4.47969,-4.80292,-2.90186
12797,35.5892,4.64489,-4.95615,-3.05031
12798,35.5939,4.93939,-5.58584,-3.29692
12799,35.5951,4.93939,-5.58584,-3.29692
12800,35.5951,4.9777,-5.76541,-3.35677
12801,35.5969,4.99685,-6.20596,-3.46452
12802,35.599,4.99446,-6.6489,-3.58184
12803,35.6057,4.99685,-6.87157,-3.62254
12804,35.6057,4.94657,-7.35042,-3.71113
12805,35.6057,4.91305,-7.87956,-3.90985
12806,35.6072,4.89869,-8.1549,-4.02717
12807,35.6135,4.85559,-8.77981,-4.348
12808,35.6153,4.94178,-9.79258,-5.10699
12809,35.6153,4.93699,-10.14933,-5.37994
12810,35.6153,4.95136,-10.50847,-5.6864
12811,35.6175,4.9753,-10.89395,-6.01202
12812,35.6205,5.12614,-11.7511,-6.70397
12813,35.6214,5.53077,-12.55318,-7.34563
12814,35.6239,5.82527,-12.95782,-7.55633
12815,35.6248,6.63214,-13.74314,-7.64731
12816,35.6269,7.10381,-14.13101,-7.47732
12817,35.6306,8.13814,-14.88281,-6.71834
12818,35.6339,10.44862,-16.26431,-4.36476
12819,35.635,10.44862,-16.26431,-4.36476
12820,35.6354,10.90113,-16.6426,-3.77817
12821,35.6368,11.42069,-17.51173,-2.82285
12822,35.6391,11.53083,-18.00495,-2.44695
12823,35.6411,11.40633,-19.07998,-1.93457
12824,35.643,10.96817,-19.6139,-1.81725
12825,35.6447,10.75269,-20.43753,-1.95612
12826,35.6466,10.42228,-20.89005,-2.54033
12827,35.6487,10.25707,-20.97624,-2.88271
12828,35.6554,9.37837,-20.76076,-3.98407
12829,35.6554,9.37837,-20.76076,-3.98407
12830,35.6554,9.09106,-20.57161,-4.21392
12831,35.6571,8.58108,-19.9467,-4.61377
12832,35.6594,8.31292,-19.51095,-4.76461
12833,35.6609,7.86759,-18.42155,-5.0184
12834,35.6632,7.55633,-17.02329,-5.16445
12835,35.6653,7.41028,-16.25473,-5.19318
12836,35.6666,7.06311,-14.61226,-5.11417
12837,35.6687,6.70636,-12.85965,-4.86517
12838,35.6742,6.10061,-10.13975,-4.3911
12839,35.6742,5.90428,-9.22275,-4.20674
12840,35.6752,5.70556,-8.32489,-3.99126
12841,35.6767,5.51401,-7.45577,-3.74225
12842,35.679,5.06629,-5.79415,-3.12213
12843,35.6806,4.78137,-5.04953,-2.75342
12844,35.6827,4.10379,-3.78295,-1.86275
12845,35.6852,3.28255,-2.81088,-0.88588
12846,35.6867,2.85158,-2.49723,-0.44534
12847,35.6889,1.925,-2.24104,0.06704
12848,35.6941,-0.05746,-2.96172,0.88349
12849,35.6943,-0.05746,-2.96172,0.88349
12850,35.6948,-0.55787,-3.37593,1.34319
12851,35.6967,-1.05348,-3.85478,1.87951
12852,35.6992,-2.06147,-5.00882,3.0096
12853,35.7008,-3.04552,-6.34243,3.99365
12854,35.7029,-3.5148,-7.03917,4.42462
12855,35.7054,-4.3911,-8.50207,4.99925
12856,35.7074,-5.29135,-9.99849,5.09262
12857,35.7091,-5.73189,-10.73114,5.01601
12858,35.7142,-7.4007,-13.36963,3.94816
12859,35.7142,-7.4007,-13.36963,3.94816
12860,35.7149,-7.79815,-13.95144,3.5531
12861,35.717,-8.46376,-14.94746,2.76778
12862,35.7188,-8.72713,-15.38082,2.43737
12863,35.7206,-9.14374,-16.13262,1.99204
12864,35.7235,-9.33528,-16.74077,1.93457
12865,35.7251,-9.35443,-16.97541,2.0088
12866,35.7274,-9.32091,-17.38483,2.28653
12867,35.7291,-9.16528,-17.75834,2.49005
12868,35.7349,-8.6984,-18.29944,2.10217
12869,35.7349,-8.6984,-18.29944,2.10217
12870,35.7399,-8.48292,-18.52929,1.77416
12871,35.7399,-7.86759,-18.95547,0.9218
12872,35.7399,-7.08705,-19.33377,0.03352
12873,35.7408,-6.63214,-19.55165,-0.41182
12874,35.7442,-5.79415,-20.19571,-1.39826
12875,35.7448,-4.92263,-21.01455,-2.43977
12876,35.7472,-4.4749,-21.46228,-2.89228
12877,35.7489,-3.47888,-22.1638,-3.40945
12878,35.7537,-0.88588,-22.60195,-3.28495
12879,35.7548,-0.88588,-22.59238,-3.12932
12880,35.7558,-0.23224,-22.51337,-2.95932
12881,35.7568,0.3783,-22.34816,-2.80848
12882,35.7586,1.48445,-21.63706,-2.65046
12883,35.7612,2.33921,-20.46626,-2.50681
12884,35.7634,2.67919,-19.74798,-2.3823
12885,35.7649,3.23227,-18.11508,-2.02795
12886,35.7667,3.66324,-17.24836,-1.51318
12887,35.7687,3.84521,-15.4311,-1.16601
12888,35.7768,4.01999,-12.09827,0.36154
12889,35.7769,4.01999,-12.09827,0.36154
12890,35.7781,3.77817,-11.48294,0.68955
12891,35.7781,2.91383,-10.61861,1.20671
12892,35.7794,2.42061,-10.27383,1.38389
12893,35.7809,1.58262,-9.69681,1.57064
12894,35.7843,1.02954,-9.27063,1.73345
12895,35.7866,0.84278,-9.0767,1.7981
12896,35.7874,0.63209,-8.66967,1.88908
12897,35.7891,0.58899,-8.46616,1.93218
12898,35.7948,0.74462,-7.59464,1.81725
12899,35.7948,0.74462,-7.59464,1.81725
12900,35.7953,0.80687,-7.37916,1.75261
12901,35.7974,0.90504,-7.00804,1.53952
12902,35.8005,0.90982,-6.68242,1.28333
12903,35.8026,0.89546,-6.61059,1.18756
12904,35.8049,0.83321,-6.61299,0.97447
12905,35.8068,0.76377,-6.66087,0.85476
12906,35.8323,0.62251,-6.78777,0.61772
12907,35.8323,0.45491,-6.96734,0.46688
12908,35.8323,0.1269,-7.33606,0.47407
12909,35.8323,0.01437,-7.47732,0.51716
12910,35.8323,-0.09338,-7.64971,0.56505
12911,35.8323,-0.19154,-7.83646,0.60096
12912,35.8323,-0.38548,-8.20757,0.63927
12913,35.8324,-0.5004,-8.39912,0.64645
12914,35.8324,-0.53632,-8.68882,0.64645
12915,35.8324,-0.52913,-8.88037,0.5842
12916,35.8331,-0.49561,-8.93064,0.56984
12917,35.8331,-0.4621,-9.05994,0.61533
12918,35.8376,-0.45012,-9.37359,1.0032
12919,35.8376,-0.45012,-9.37359,1.0032
12920,35.8376,-0.45012,-9.47415,1.09897
12921,35.8378,-0.42139,-9.5771,1.26178
12922,35.8392,-0.37351,-9.73752,1.33122
12923,35.8413,-0.1676,-9.87878,1.40065
12924,35.8431,-0.01676,-9.93863,1.40783
12925,35.846,0.35914,-10.03919,1.39826
12926,35.8476,0.75659,-10.13257,1.36234
12927,35.8488,0.96968,-10.17567,1.35277
12928,35.8575,1.76697,-10.25468,1.31925
12929,35.8575,1.76697,-10.25468,1.31925
12930,35.8575,1.95852,-10.26665,1.28094
12931,35.8576,2.32484,-10.27623,1.16841
12932,35.86,2.51399,-10.27144,1.07503
12933,35.8623,2.91862,-10.2451,0.85236
12934,35.8645,3.29213,-10.24271,0.60575
12935,35.8654,3.45494,-10.24271,0.46688
12936,35.8678,3.76859,-10.23074,0.17239
12937,35.8695,4.05111,-10.17088,-0.10535
12938,35.8748,4.40307,-10.00328,-0.38787
12939,35.8748,4.52279,-9.88836,-0.44773
12940,35.8756,4.52279,-9.88836,-0.44773
12941,35.8778,4.7694,-9.59865,-0.55547
12942,35.8848,4.88671,-9.2826,-0.65124
12943,35.8849,4.89629,-9.13176,-0.69673
12944,35.8849,4.9346,-8.80375,-0.81405
12945,35.8853,4.92023,-8.44461,-0.84757
12946,35.8871,4.88911,-8.29137,-0.81884
12947,35.8888,4.77658,-7.99448,-0.73265
12948,35.8949,4.37673,-7.57788,-0.52195
12949,35.8949,4.24265,-7.43662,-0.48125
12950,35.8956,4.10139,-7.29536,-0.45491
12951,35.8987,3.929,-7.16606,-0.43336
12952,35.9003,3.45015,-6.92185,-0.32083
12953,35.9048,2.81327,-6.65608,-0.11732
12954,35.9048,2.47329,-6.51722,-0.04789
12955,35.9054,1.89866,-6.24187,-0.06465
12956,35.9081,1.4653,-5.99526,-0.1676
12957,35.9109,1.20432,-5.89231,-0.11253
12958,35.9165,0.19872,-5.5188,0.30647
12959,35.9165,0.19872,-5.5188,0.30647
12960,35.9165,-0.03591,-5.41106,0.35675
12961,35.9184,-0.49561,-5.21712,0.38308
12962,35.9209,-0.71589,-5.15008,0.3783
12963,35.9219,-1.14446,-5.08065,0.37351
12964,35.9249,-1.51318,-5.03037,0.49083
12965,35.9258,-1.66642,-4.99925,0.59378
12966,35.9287,-1.89148,-4.91545,0.83321
12967,35.9306,-1.96809,-4.87235,0.96729
12968,35.9352,-1.99204,-4.76461,1.42938
12969,35.9352,-1.99204,-4.76461,1.42938
12970,35.9374,-1.93697,-4.73827,1.53234
12971,35.938,-1.83401,-4.70954,1.70951
12972,35.9402,-1.76937,-4.73348,1.73824
12973,35.9416,-1.74303,-4.78616,1.67839
12974,35.9443,-1.74782,-4.99925,1.53952
12975,35.9456,-1.76937,-5.10459,1.49163
12976,35.9474,-1.77416,-5.32726,1.49163
12977,35.9496,-1.70712,-5.57387,1.58501
12978,35.9553,-1.34319,-5.91625,1.7981
12979,35.9553,-1.15404,-6.024,1.88429
12980,35.957,-0.9601,-6.1461,1.94655
12981,35.9578,-0.77096,-6.27779,1.98964
12982,35.9591,-0.40942,-6.51243,1.98725
12983,35.9615,-0.04549,-6.72552,1.89866
12984,35.9632,0.10535,-6.84763,1.81007
12985,35.9655,0.34238,-7.08945,1.61853
12986,35.9681,0.43815,-7.21395,1.50121
12987,35.9692,0.57941,-7.46535,1.26418
12988,35.975,0.67758,-7.84843,0.78293
12989,35.9757,0.67758,-7.84843,0.78293
12990,35.9757,0.71828,-7.95139,0.668
12991,35.9774,0.82124,-8.11899,0.44534
12992,35.9795,0.88109,-8.20039,0.32802
12993,35.981,1.01278,-8.32729,0.11732
12994,35.9833,1.10376,-8.39193,0.01915
12995,35.9854,1.33361,-8.51404,-0.2083
12996,35.9893,1.58022,-8.69601,-0.45252
12997,35.9897,1.70951,-8.79657,-0.59857
12998,35.9939,2.36554,-9.18683,-1.10376
12999,35.9939,2.36554,-9.18683,-1.10376
13000,35.995,2.53314,-9.25148,-1.19235
13001,35.9968,2.86595,-9.35443,-1.30009
13002,35.9989,3.00481,-9.39753,-1.32882
13003,36.0007,3.25382,-9.47893,-1.35037
13004,36.0031,3.44776,-9.56513,-1.38629
13005,36.0072,3.5555,-9.58668,-1.41741
13006,36.0072,3.70634,-9.58668,-1.43896
13007,36.0089,3.80211,-9.57231,-1.45572
13008,36.0149,3.89309,-9.54837,-1.57064
13009,36.0149,3.88591,-9.54358,-1.62092
13010,36.0149,3.8883,-9.54358,-1.67599
13011,36.0167,3.89788,-9.4933,-1.72388
13012,36.0191,3.90267,-9.39274,-1.81725
13013,36.0208,3.8907,-9.33288,-1.84599
13014,36.023,3.91943,-9.21078,-1.87232
13015,36.0248,4.00083,-9.09824,-1.88908
13016,36.0276,4.05111,-9.03839,-1.89387
13017,36.0301,4.11576,-8.93064,-1.88429
13018,36.0348,4.18998,-8.71995,-1.82923
13019,36.0348,4.18998,-8.71995,-1.82923
13020,36.035,4.19956,-8.66727,-1.78613
13021,36.0377,4.21632,-8.6146,-1.73106
13022,36.0388,4.25941,-8.52841,-1.64966
13023,36.0408,4.30251,-8.46616,-1.5874
13024,36.043,4.31688,-8.43503,-1.53952
13025,36.0451,4.36716,-8.41827,-1.43417
13026,36.0469,4.33603,-8.41827,-1.2546
13027,36.0488,4.30491,-8.43503,-1.11334
13028,36.0543,4.04872,-8.55714,-0.26337
13029,36.0543,4.04872,-8.55714,-0.26337
13030,36.0553,3.99604,-8.60263,-0.01437
13031,36.0573,3.93619,-8.68164,0.39027
13032,36.0602,3.94576,-8.71037,0.55547
13033,36.0611,4.0128,-8.77502,0.86194
13034,36.0637,4.13731,-8.86361,1.12531
13035,36.0656,4.20914,-8.90191,1.28573
13036,36.0671,4.33603,-8.96177,1.66402
13037,36.0693,4.49405,-9.00487,1.85317
13038,36.0753,4.72151,-9.21078,2.44934
13039,36.0753,4.72151,-9.21078,2.44934
13040,36.0766,4.82925,-9.27303,2.53075
13041,36.0774,5.02798,-9.44302,2.61694
13042,36.0809,5.25064,-9.63696,2.56427
13043,36.0826,5.3536,-9.75667,2.48286
13044,36.085,5.55232,-10.01286,2.20752
13045,36.0853,5.71513,-10.32651,1.82204
13046,36.0871,5.79654,-10.50368,1.57783
13047,36.0892,5.84921,-10.90113,1.01278
13048,36.0953,5.72471,-11.4997,0.11971
13049,36.0953,5.63133,-11.70082,-0.13647
13050,36.0966,5.52599,-11.89955,-0.35196
13051,36.0971,5.39909,-12.08869,-0.52674
13052,36.0998,5.07826,-12.4215,-0.71828
13053,36.1012,4.75264,-12.68247,-0.71828
13054,36.1032,4.60658,-12.79261,-0.64167
13055,36.1055,4.31927,-12.89078,-0.38787
13056,36.107,4.19238,-12.91472,-0.22506
13057,36.1089,3.98407,-12.90993,0.12929
13058,36.1148,3.80929,-12.54361,0.70392
13059,36.1148,3.80929,-12.54361,0.70392
13060,36.1148,3.82366,-12.39995,0.80208
13061,36.1165,3.94816,-12.07912,0.91222
13062,36.1186,4.06308,-11.89715,0.92419
13063,36.1232,4.32885,-11.50928,0.84039
13064,36.1238,4.6856,-11.29858,0.75659
13065,36.1252,4.87235,-10.8293,0.52195
13066,36.1274,5.24107,-10.36482,0.32802
13067,36.129,5.43022,-10.17088,0.2514
13068,36.1351,6.15089,-9.57471,0.01915
13069,36.1352,6.15089,-9.57471,0.01915
13070,36.1352,6.30652,-9.48133,-0.01197
13071,36.137,6.58426,-9.37837,-0.07183
13072,36.1391,6.86917,-9.35683,-0.11732
13073,36.1409,6.99847,-9.35683,-0.11253
13074,36.1437,7.22832,-9.41668,-0.05986
13075,36.1451,7.33127,-9.45978,-0.00239
13076,36.1472,7.4869,-9.59865,0.14845
13077,36.1492,7.63055,-9.76146,0.34478
13078,36.1557,7.73351,-10.07271,0.80208
13079,36.1557,7.72393,-10.19243,0.99602
13080,36.1558,7.69999,-10.31454,1.19714
13081,36.1571,7.66647,-10.43904,1.38868
13082,36.1585,7.50605,-10.67128,1.71909
13083,36.1605,7.34803,-10.791,1.83401
13084,36.1626,6.88354,-11.00409,1.89148
13085,36.1661,6.30413,-11.20281,1.85796
13086,36.1709,5.96653,-11.32971,1.7981
13087,36.1709,5.23628,-11.61942,1.5874
13088,36.1739,3.96971,-12.10545,0.91222
13089,36.1739,3.96971,-12.10545,0.91222
13090,36.1751,3.71591,-12.20841,0.72307
13091,36.1771,3.48128,-12.31615,0.55547
13092,36.1791,3.08622,-12.45741,0.2945
13093,36.181,2.79651,-12.52445,0.2107
13094,36.1832,2.6744,-12.52924,0.2514
13095,36.1853,2.4254,-12.48135,0.42139
13096,36.1869,2.18597,-12.33051,0.72068
13097,36.189,2.08302,-12.21798,0.92898
13098,36.1969,1.52994,-11.57392,1.93936
13099,36.1969,1.52994,-11.57392,1.93936
13100,36.1969,1.36713,-11.38957,2.16442
13101,36.1974,1.06306,-11.01606,2.44695
13102,36.1989,0.90264,-10.83888,2.49244
13103,36.2011,0.62251,-10.51087,2.28414
13104,36.2031,0.44294,-10.24031,1.62332
13105,36.2049,0.42139,-10.10863,1.13489
13106,36.2074,0.4597,-9.88596,-0.07901
13107,36.2094,0.61054,-9.68724,-1.47248
13108,36.2145,0.98405,-9.48851,-3.53634
13109,36.2145,0.98405,-9.48851,-3.53634
13110,36.2152,1.14207,-9.45978,-4.15886
13111,36.2175,1.41502,-9.49569,-5.19079
13112,36.219,1.59219,-9.67287,-5.88273
13113,36.2207,1.62811,-9.80934,-6.09103
13114,36.2229,1.64008,-10.15412,-6.15329
13115,36.2247,1.59459,-10.58509,-5.75823
13116,36.2268,1.53952,-10.80776,-5.43022
13117,36.2287,1.39586,-11.28422,-4.56828
13118,36.2344,1.11813,-12.09588,-3.08861
13119,36.2344,0.99841,-12.42629,-2.56187
13120,36.2364,0.87391,-12.79261,-2.02795
13121,36.2424,0.74462,-13.17091,-1.51558
13122,36.2424,0.48604,-13.92031,-0.60096
13123,36.2424,0.20591,-14.63141,0.11971
13124,36.2429,0.06704,-14.96661,0.40224
13125,36.246,-0.20351,-15.56039,0.84757
13126,36.248,-0.50998,-15.85968,1.21869
13127,36.2499,-0.668,-16.4367,1.41741
13128,36.2542,-1.44854,-17.46623,2.15724
13129,36.2544,-1.44854,-17.46623,2.15724
13130,36.2552,-1.65444,-17.71524,2.33442
13131,36.2579,-2.08302,-18.151,2.66483
13132,36.259,-2.28414,-18.32578,2.81088
13133,36.2614,-2.65764,-18.59154,2.99284
13134,36.2633,-2.88989,-18.66577,3.08383
13135,36.2654,-2.94735,-18.72562,3.11974
13136,36.2672,-3.00481,-18.66577,3.16044
13137,36.2688,-3.00721,-18.60352,3.14608
13138,36.2742,-2.94496,-18.47901,3.00481
13139,36.2742,-2.94496,-18.47901,3.00481
13140,36.2753,-2.93538,-18.50056,2.9258
13141,36.2768,-2.89947,-18.57718,2.76299
13142,36.2789,-2.79891,-18.60112,2.4661
13143,36.2812,-2.71511,-18.58676,2.29372
13144,36.283,-2.62413,-18.53887,1.97528
13145,36.286,-2.64567,-18.49098,1.84599
13146,36.2869,-2.8037,-18.39042,1.62811
13147,36.289,-3.00242,-18.23959,1.38389
13148,36.294,-2.93778,-17.83974,0.7518
13149,36.294,-2.89947,-17.66975,0.55308
13150,36.2953,-2.88271,-17.5237,0.40463
13151,36.2971,-2.86355,-17.37525,0.29928
13152,36.2991,-2.842,-17.04005,0.14366
13153,36.3007,-2.85398,-16.85569,0.09817
13154,36.3029,-2.85637,-16.46064,0.03113
13155,36.3046,-2.77257,-16.00094,-0.11732
13156,36.3074,-2.6744,-15.74236,-0.21548
13157,36.3093,-2.39427,-15.18449,-0.51237
13158,36.3148,-1.50839,-13.99454,-1.22587
13159,36.3149,-1.50839,-13.99454,-1.22587
13160,36.3153,-1.18038,-13.68328,-1.42938
13161,36.3172,-0.37111,-13.36245,-1.77895
13162,36.319,0.00718,-12.71839,-1.89866
13163,36.321,0.68716,-12.10067,-2.04711
13164,36.3229,1.05827,-11.78462,-2.12133
13165,36.3253,1.80049,-11.15732,-2.174
13166,36.3271,2.40146,-10.57551,-2.05668
13167,36.3293,2.69835,-10.29538,-1.97767
13168,36.3357,3.84999,-9.21556,-1.81965
13169,36.3357,3.84999,-9.21556,-1.81965
13170,36.338,4.09182,-8.94262,-1.78373
13171,36.3385,4.45096,-8.46855,-1.72388
13172,36.339,4.52039,-8.29616,-1.6736
13173,36.3416,4.45335,-8.09744,-1.52515
13174,36.3448,4.21871,-7.98012,-1.38629
13175,36.3451,4.06069,-7.93223,-1.30249
13176,36.3473,3.61536,-7.85801,-1.13249
13177,36.3491,3.32086,-7.67126,-1.00081
13178,36.3549,3.05988,-7.29536,-1.16841
13179,36.3574,2.93538,-7.29536,-1.27136
13180,36.3574,2.93538,-7.22113,-1.27136
13181,36.3574,2.66483,-7.11339,-1.43656
13182,36.3593,2.45653,-6.94819,-1.59938
13183,36.361,2.40864,-6.84763,-1.66402
13184,36.3636,2.4685,-6.59623,-1.74303
13185,36.365,2.76539,-6.21793,-1.65444
13186,36.3674,2.94975,-5.9809,-1.54191
13187,36.3685,3.39269,-5.50923,-1.26897
13188,36.3762,3.96971,-4.90587,-1.04151
13189,36.3763,3.96971,-4.90587,-1.04151
13190,36.3763,3.95774,-4.87953,-0.97686
13191,36.3773,3.8883,-4.88432,-0.8763
13192,36.3797,3.66085,-4.94657,-0.64406
13193,36.3834,3.43339,-5.00403,-0.43336
13194,36.384,3.35198,-5.02558,-0.31844
13195,36.3855,3.20354,-5.01601,-0.11971
13196,36.3872,3.06467,-5.01122,0.02394
13197,36.3887,3.01439,-4.99925,0.09577
13198,36.3942,2.85637,-4.99446,0.22267
13199,36.3942,2.85637,-4.99446,0.22267
13200,36.3951,2.8037,-5.00882,0.24661
13201,36.3973,2.65764,-5.00882,0.31365
13202,36.3988,2.59061,-4.99446,0.3352
13203,36.4008,2.43977,-4.96573,0.34478
13204,36.4029,2.22428,-4.98488,0.32323
13205,36.4048,2.0902,-5.01122,0.32083
13206,36.4067,1.85556,-5.03277,0.28252
13207,36.4092,1.7574,-5.02798,0.26576
13208,36.4145,1.50839,-5.06868,0.28492
13209,36.4146,1.50839,-5.06868,0.28492
13210,36.4153,1.48684,-5.07107,0.30647
